Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC,AAPL,AMD,AMZN,MSFT,MU,NVDA,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,74.4050064086914,49.2599983215332,91.41699981689453,153.39869689941406,54.04066467285156,5.971013069152832,3243.6298828125,75.08414667112925,49.790000915527344,92.05000305175781,154.4385015834786,54.60633304585247,6.0219729859012325,3258.85009765625,73.42481897034624,47.900001525878906,90.76699829101562,151.4325299482661,53.2701868766988,5.772890562498944,3234.5,74.67232624663728,48.45000076293945,91.0,152.3305352170298,53.78709163281958,5.92229013718489,3247.159912109375,161940000,48878600,70570000,32078100,27310100,470536000,3831050000
2020-01-28,76.5098876953125,50.529998779296875,92.6624984741211,156.4046630859375,55.074466705322266,6.164162635803223,3276.239990234375,76.68087628820244,50.849998474121094,92.90550231933594,156.68823305925625,55.37680334159709,6.19647847807783,3285.780029296875,75.18531223152581,49.47999954223633,91.5009994506836,154.1454642817214,53.87486395391271,5.98368948838839,3253.219970703125,75.28405419350632,50.029998779296875,92.0250015258789,154.81659911684454,54.859902341185105,6.036886854345319,3255.35009765625,162234000,62343800,56160000,24899900,18544900,310976000,3531570000
2020-01-29,78.11143493652344,47.5099983215332,92.9000015258789,158.8434295654297,53.93337631225586,6.103756427764893,3273.39990234375,78.95675744540253,48.06999969482422,93.73750305175781,159.51457873200403,55.77666835055899,6.18578946048405,3293.469970703125,77.39857441186852,46.099998474121094,92.7509994506836,156.6220500121223,53.92362507816579,6.0639823907408665,3271.889892578125,78.13793027321145,47.84000015258789,93.19999694824219,158.65437813463538,54.60632679764752,6.149744520950623,3289.4599609375,216229200,112349900,41760000,34754500,19278300,258848000,3600250000
2020-01-30,77.99823760986328,48.779998779296875,93.53399658203125,163.32403564453125,53.67005157470703,6.11046838760376,3283.659912109375,78.05122092954578,48.810001373291016,93.64350128173828,164.52453468683692,53.709063954263826,6.123892191463495,3285.909912109375,76.76517927864235,46.130001068115234,92.53050231933594,161.44293985569806,51.90478418465273,5.9511256737179945,3242.800048828125,77.19627050016777,46.4900016784668,92.9000015258789,164.52453468683692,52.84105897146416,6.006062657393327,3256.449951171875,126743200,70460200,126548000,51597500,30783800,290504000,3790350000
2020-01-31,74.5398941040039,47.0,100.43599700927734,160.9136199951172,51.777992248535156,5.877296447753906,3225.52001953125,77.71164655303768,48.58000183105469,102.78600311279297,162.9648581406356,53.83584862324195,6.076661675944388,3282.330078125,74.24607885109228,46.790000915527344,100.1135025024414,160.29919907352217,51.39763087509173,5.835534340017212,3214.679931640625,77.29019066933044,48.400001525878906,102.57350158691406,162.78526860838573,53.78708501236395,6.064729509694369,3282.330078125,199588400,60322400,311346000,36142700,28550800,370420000,4529700000
2020-02-03,74.33518981933594,48.02000045776367,100.20999908447266,164.8365020751953,52.45094680786133,5.974244594573975,3248.919921875,75.4984048922783,48.099998474121094,102.42500305175781,164.94993007628167,52.77279338428426,5.993634007995882,3268.43994140625,72.78423148900761,46.22999954223633,100.01249694824219,161.07430990386203,51.69022394784434,5.852934876956835,3235.659912109375,73.28515870612867,46.400001525878906,100.52999877929688,161.10266690413363,51.934045758919076,5.859149408225992,3235.659912109375,173788400,46983500,117834000,30107000,20471900,255564000,3760460000
2020-02-04,76.78926849365234,49.45000076293945,102.4834976196289,170.2623291015625,54.128440856933594,6.143281936645508,3297.590087890625,76.97952779146334,49.75,102.98999786376953,170.75387441009062,54.63559065916133,6.162423375434906,3306.919921875,75.53212542449515,48.61000061035156,100.76850128173828,166.66084633572413,53.58227867289784,6.065972258437693,3280.610107421875,75.93672133535755,49.209999084472656,101.49400329589844,167.44542355504944,53.92363143307975,6.11593790463185,3280.610107421875,136616400,46302100,105786000,36433300,19998600,271544000,3996900000
2020-02-05,77.41545104980469,49.84000015258789,101.99349975585938,170.0543975830078,55.36705017089844,6.233518123626709,3334.68994140625,78.21260439944355,50.41999816894531,103.5510025024414,174.11906936388917,55.84493877558754,6.274285957619516,3337.580078125,76.81337103650588,49.310001373291016,101.5999984741211,168.64595177807354,54.44052666411789,6.150241893918573,3313.75,77.91396771511286,50.290000915527344,103.5510025024414,173.9583748825606,55.61087195055515,6.264093880586738,3324.909912109375,118826800,42737100,87524000,39186300,19795300,208220000,4121480000
2020-02-06,78.32095336914062,49.31999969482422,102.5114974975586,173.58026123046875,57.22985076904297,6.320274353027344,3345.780029296875,78.3233640404218,49.38999938964844,102.81500244140625,173.75986517610264,57.70773939335859,6.320274353027344,3347.9599609375,77.12883967256218,47.630001068115234,101.23999786376953,170.20563405922817,55.9912356310669,6.186784499679763,3334.389892578125,77.68516086755363,48.79999923706055,102.0510025024414,171.06583483899962,56.644679962004396,6.267823274549807,3344.919921875,105425600,48670600,63660000,27751400,23358700,218284000,3887250000
2020-02-07,77.25637817382812,49.72999954223633,103.96399688720703,173.8260040283203,55.474334716796875,6.254152297973633,3327.7099609375,78.0699069624119,50.66999816894531,104.92649841308594,175.47078190024337,56.56665529455894,6.302377865506805,3341.419921875,76.76632925971391,48.63999938964844,101.90499877929688,172.49316753333272,55.36705253390122,6.228796323255419,3322.1201171875,77.82126159942887,48.90999984741211,102.09950256347656,172.8429278537335,56.5373978702875,6.280253618296713,3335.5400390625,117684000,53107600,101906000,33529100,20891100,189752000,3733920000
